vin,bodystyle,exterior_color,fuel_type,make,mileage,model,price,trim,year
WBS1H9C35HV887738,Coupe,Long Beach Blue Metallic,Gasoline,BMW,23600,M2,59998,Base,2017
3C4NJCCB0LT225379,SUV,White Clearcoat,Gasoline,Jeep,14822,Compass,28800,Limited,2020
WBAJA7C55KG912308,Sedan,Alpine White,Gasoline,BMW,15579,530,42994,i xDrive,2019
4JGDF6EE8JB157591,SUV,Iridium Silver Metallic,Gasoline,Mercedes-Benz,22904,GLS 450,52460,Base 4MATIC,2018
5FNRL6H74KB131553,Minivan,Silver,Gasoline,Honda,26834,Odyssey,27500,EX-L,2019
JTJBM7FXXA5013415,SUV,Starfire Pearl,Gasoline,Lexus,77418,GX 460,27999,LX,2010
JF2SJARC2HH526413,SUV,Jasmine Green Metallic,Gasoline,Subaru,63897,Forester,19752,2.5i Limited,2017
4JGFB4KB1LA069901,SUV,Black,Gasoline,Mercedes-Benz,32353,GLE 350,54905,Base 4MATIC,2020
1GCUYHED6KZ353958,Pickup Truck,Black,Gasoline,Chevrolet,17478,Silverado 1500,59990,High Country,2019
1GKKNXLS7KZ186901,SUV,Summit White,Gasoline,GMC,86048,Acadia,33927,Denali,2019
3GNCJPSBXKL379443,SUV,Silver,Gasoline,Chevrolet,14000,Trax,13995,LT,2019
1FTEW1EP1MKE14897,Pickup Truck,Agate Black Metallic,Gasoline,Ford,16025,F-150,63987,Lariat,2021
2T2HZMDA8LC233603,SUV,Obsidian Black,Gasoline,Lexus,62545,RX 350,41187,RX 350,2020
5J6RW1H81KA039466,SUV,Crystal Black Pearl,Gasoline,Honda,43772,CR-V,28580,EX-L,2019
3VW2B7AJ2HM216327,Sedan,Platinum Gray Metallic,Gasoline,Volkswagen,63975,Jetta,16996,1.4T S,2017
2LMPJ8K98LBL13158,SUV,Burgundy,Gasoline,Lincoln,19087,Nautilus,48210,Reserve,2020
5FNYF8H57LB015214,SUV,Black Forest Pearl,Gasoline,Honda,21485,Passport,41699,EX-L,2020
1C4RJFBG2LC434795,SUV,Pacific Blue Clearcoat,Gasoline,Jeep,18898,Grand Cherokee,44562,Limited,2020
4T1K61AK0MU598761,Sedan,Wind Chill Pearl / Midnight Black Metallic,Gasoline,Toyota,32489,Camry,36800,XSE,2021
5XYZW4LA6HG482951,SUV,Mineral Gray,Gasoline,Hyundai,47799,Santa Fe Sport,24000,2.0L Turbo Ultimate,2017
SCBFR7ZA9CC074561,Coupe,Black,E85 Flex Fuel,Bentley,42502,Continental GT,78950,Base,2012
5TDBK3EH3DS273066,SUV,Classic Silver Metallic,Gasoline,Toyota,207457,Highlander,15188,SE,2013
1C4PJMDX7MD152429,SUV,Diamond Black,Gasoline,Jeep,16750,Cherokee,34495,Limited,2021
JTEBU5JR2L5792517,SUV,Blizzard Pearl,Gasoline,Toyota,42062,4Runner,48500,Limited,2020
W1KZF8DB8LA847577,Sedan,Lunar Blue Metallic,Gasoline,Mercedes-Benz,19688,E-Class,45999,E 350,2020
5UXTY5C01LLT32190,SUV,Jet Black,Gasoline,BMW,62334,X3,36511,xDrive30i,2020
1GNSKCKC6HR342109,SUV,Iridescent Pearl Tricoat,E85 Flex Fuel,Chevrolet,84884,Tahoe,45838,Premier,2017
1GT12UEY3JF144385,Pickup Truck,Onyx Black,Diesel,GMC,38420,Sierra 2500,62997,Denali,2018
SALEW6EE8P2118672,SUV,Carpathian Grey Premium Metallic,Gasoline,Land Rover,167,Defender,139950,V8,2023
1FMCU9H69LUA62200,SUV,Agate Black,Gasoline,Ford,17358,Escape,28995,SEL,2020
SHHFK7H65HU415140,Hatchback,Silver,Gasoline,Honda,35987,Civic,25498,EX,2017
1C4RJFBT6JC400451,SUV,Black,Gasoline,Jeep,38326,Grand Cherokee,37998,Limited,2018
55SWF4JB9GU128926,Sedan,Black,Gasoline,Mercedes-Benz,85814,C-Class,17999,C 300,2016
3GNCJPSB7KL245845,SUV,White,Gasoline,Chevrolet,23667,Trax,19298,LT,2019
JTJAM7BX9L5258601,SUV,Starfire Pearl,Gasoline,Lexus,30687,GX 460,56000,Base,2020
1GKS2CKJ0GR303199,SUV,Black,Gasoline,GMC,59792,Yukon,48998,Denali,2016
1C4AJWAG7FL634896,SUV,Frozen Silver,Gasoline,Jeep,83807,Wrangler,33999,Sport,2015
1GKS2BKC5LR246021,SUV,Onyx Black,Gasoline,GMC,67585,Yukon,42990,SLT,2020
1C4RDJDGXJC194514,SUV,White,Gasoline,Dodge,82461,Durango,28998,GT,2018
3FMTK4SE2MME01751,SUV,Iconic Silver Metallic,Electric,Ford,4495,Mustang Mach-E,66209,GT,2021
5UXCW2C52KL083204,SUV,Black Sapphire Metallic,Gasoline,BMW,45946,X7,62778,xDrive40i,2019
WVGAV7AX9CW574524,SUV,White,Gasoline,Volkswagen,104224,Tiguan,8495,SEL,2012
2FMPK4AP1LBA69404,SUV,Agate Black,Gasoline,Ford,34611,Edge,41408,ST,2020
4S4BSBNC2G3219595,SUV,Twilight Blue Metallic,Gasoline,Subaru,139755,Outback,21255,2.5i Limited,2016
2LMPJ8LR6HBL10586,SUV,Gray,Gasoline,Lincoln,32929,MKX,30000,Reserve,2017
WDDEJ8GB9AA023609,Coupe,Black,Gasoline,Mercedes-Benz,64527,CL-Class,28000,CL 550 4MATIC,2010
3PCAJ5M36KF109392,SUV,Black Obsidian,Gasoline,INFINITI,47709,QX50,32998,ESSENTIAL,2019
1FTEW1EP1MKE41971,Pickup Truck,Guard,Gasoline,Ford,18788,F-150,58936,Lariat,2021
W1N4M4HB8MW093834,SUV,Polar White,Gasoline,Mercedes-Benz,31641,GLB 250,39991,4MATIC,2021
2T2HZMAA8MC208870,SUV,Nightfall Mica,Gasoline,Lexus,16640,RX 350,51260,Base,2021
1C4RJFBG4MC781742,SUV,Granite Crystal Clearcoat Metallic,Gasoline,Jeep,13772,Grand Cherokee,43000,Limited,2021
3MW5R1J59K8B02723,Sedan,Mineral Gray Metallic,Gasoline,BMW,49901,330,36921,i,2019
WDDKK5KF2EF225600,Convertible,Silver,Gasoline,Mercedes-Benz,53598,E-Class,24499,E 350,2014
1FTNX21SX4EB49134,Pickup Truck,Burgundy,Gasoline,Ford,118920,F-250,5995,XLT,2004
1G4PP5SK8G4109102,Sedan,Black,Gasoline,Buick,74086,Verano,7995,Base,2016
4T1BE32K73U252945,Sedan,Maroon,Gasoline,Toyota,65303,Camry,7499,XLE,2003
5J8YD4H58KL013418,SUV,Black,Gasoline,Acura,45421,MDX,38998,3.5L w/Technology Package,2019
3GNKBKRS1KS604775,SUV,Black,Gasoline,Chevrolet,15114,Blazer,44896,Premier,2019
5FNRL6H73NB025311,Passenger Van,Crystal Black Pearl,Gasoline,Honda,4010,Odyssey,46895,EX-L,2022
5TFDY5F14LX892692,Pickup Truck,Quicksand,Gasoline,Toyota,18645,Tundra,50944,SR5,2020
WA1LJAF75MD038496,SUV,Glacier White Metallic,Gasoline,Audi,15026,Q7,57990,45 Premium,2021
WDDUG8JB0LA511174,Sedan,Black,Gasoline,Mercedes-Benz,14243,AMG S 63,137981,Base 4MATIC,2020
1G6DV57VX80215580,Sedan,White,Gasoline,Cadillac,81015,CTS,12200,Base,2008
5UXCR6C08L9C77577,SUV,Dark Graphite Metallic,Gasoline,BMW,15091,X5,60987,xDrive40i,2020
KMHTC6AE6FU235825,Hatchback,Boston Red,Gasoline,Hyundai,70517,Veloster,18590,Turbo,2015
1FMJU1JT7JEA34721,SUV,White Platinum Tri-Coat Metallic,Gasoline,Ford,72949,Expedition,38500,XLT,2018
1FMCU0F74HUD64248,SUV,Silver,Gasoline,Ford,37587,Escape,18990,S,2017
JF2SJABCXFH566553,SUV,Quartz Blue Pearl,Gasoline,Subaru,88810,Forester,11991,2.5i,2015
JM1BPBAY7M1311879,Sedan,Snowflake White Pearl,Gasoline,Mazda,11890,Mazda3,30991,2.5 Turbo AWD,2021
WP1AB2A58LLB33644,SUV,White,Gasoline,Porsche,18574,Macan,67990,S,2020
5N1AZ2AJ5LN115788,SUV,Gun Metallic,Gasoline,Nissan,13411,Murano,29977,S,2020
2T3BFREV0HW601142,SUV,Super White,Gasoline,Toyota,31940,RAV4,24500,LE,2017
5J8TC2H50ML038513,SUV,Majestic Black Pearl,Gasoline,Acura,17812,RDX,44491,Technology Package,2021
1C4RJFBG4KC748804,SUV,Diamond Black,Gasoline,Jeep,52143,Grand Cherokee,33200,Limited,2019
5XYKT3A61FG576025,SUV,Silver,Gasoline,Kia,74351,Sorento,16590,LX,2015
2FMHK6C87KBA33494,SUV,Magnetic,Gasoline,Ford,19101,Flex,36250,SEL,2019
JF2SKACC1KH510720,SUV,Crystal White Pearl,Gasoline,Subaru,39566,Forester,22600,Base (CVT),2019
1FMEU31E58UA17768,SUV,Brown,Gasoline,Ford,109038,Explorer Sport Trac,14999,XLT,2008
4JGFF5KE5LA118506,SUV,Black,Gasoline,Mercedes-Benz,35078,GLS 450,69831,Base 4MATIC,2020
7FARW1H5XKE039909,SUV,Modern Steel Metallic,Gasoline,Honda,45248,CR-V,26750,EX,2019
SADFP2FX8L1Z89318,SUV,Santorini Black,Gasoline,Jaguar,21699,E-PACE,47149,SE,2020
5YJXCBE27HF066344,SUV,Black,Electric,Tesla,57207,Model X,72700,75D,2017
2C3CDZAG8LH185050,Coupe,Sinamon Stick,Gasoline,Dodge,14000,Challenger,29995,SXT,2020
WDCGG5HB2FG427493,SUV,Gray,Gasoline,Mercedes-Benz,37545,GLK-Class,30998,GLK 350,2015
JN8AS1MU4CM122153,SUV,Moonlight White,Gasoline,INFINITI,100312,FX35,17990,Base,2012
1GYS3CKL4NR180511,SUV,Sandstone Metallic,Gasoline,Cadillac,4473,Escalade,113711,Premium Luxury,2022
WBAJB9C55KB464657,Sedan,Alpine White,Gasoline,BMW,39051,M550,54995,i xDrive,2019
5TDDGRFH1KS059136,SUV,Gray,Hybrid,Toyota,26284,Highlander Hybrid,46980,Limited Platinum,2019
5TFDY5F11LX905379,Pickup Truck,Cement,Gasoline,Toyota,17326,Tundra,44800,SR5,2020
WBA7E2C52KB454287,Sedan,Black Sapphire Metallic,Gasoline,BMW,37121,740,52744,i,2019
5YJ3E1EB8MF860248,Sedan,White,NULL,Tesla,49381,Model 3,60000,Long Range,2021
W1KWF8EB0MR637737,Sedan,Selenite Gray Metallic,Gasoline,Mercedes-Benz,10275,C-Class,42881,C 300 4MATIC,2021
SALAM2D48AA513549,SUV,Alaska White,Gasoline,Land Rover,128026,LR4,14999,HSE,2010
1FMCU93138KD22914,SUV,Black Pearl Slate Clearcoat Metallic,Gasoline,Ford,165363,Escape,6998,XLT,2008
2LMPJ8LR7HBL24495,SUV,White Platinum Tri-Coat Metallic,Gasoline,Lincoln,51917,MKX,27962,Reserve,2017
2CNFLPE57B6286126,SUV,Summit White,Gasoline,Chevrolet,75774,Equinox,11950,2LT,2011
JTMBFREV2JD255355,SUV,Blue,Gasoline,Toyota,26354,RAV4,25991,LE,2018
WDDKJ5GB2AF033838,Coupe,Black,Gasoline,Mercedes-Benz,31137,E-Class,20880,E 350,2010
1GC1KXC80EF158481,Pickup Truck,Summit White,Diesel,Chevrolet,156880,Silverado 2500,37995,LT,2014
1GYKNCRS4JZ242250,SUV,Midnight Sky,Gasoline,Cadillac,20924,XT5,34980,Luxury,2018
2T3WFREVXJW520897,SUV,Magnetic Gray Metallic,Gasoline,Toyota,15219,RAV4,28337,XLE,2018
1C4AJWAG0FL626722,SUV,Firecracker Red,Gasoline,Jeep,39670,Wrangler,28487,Sport,2015
5FNYF8H55LB009105,SUV,Crystal Black Pearl,Gasoline,Honda,33528,Passport,37000,EX-L,2020
5UXCR6C57KLL27699,SUV,Arctic Gray Metallic,Gasoline,BMW,15580,X5,53679,xDrive40i,2019
JF1VA1A64K9801661,Sedan,Dark Gray Metallic,Gasoline,Subaru,26869,WRX,29990,Base,2019
1C6RR6PT8HS730813,Pickup Truck,Luxury Brown Pearlcoat,Gasoline,RAM,86038,1500,33486,Longhorn,2017
5UXCR6C58KLL27260,SUV,Dark Graphite Metallic,Gasoline,BMW,32330,X5,53461,xDrive40i,2019
WA1BNAFY3L2074805,SUV,Moonlight Blue Metallic,Gasoline,Audi,18110,Q5,45998,45 Premium Plus,2020
WDD5J4GB1LN074493,Sedan,Midnight Black,Gasoline,Mercedes-Benz,13969,CLA 250,38952,Base,2020
WP0BA2A99CS728066,Coupe,Blue,Gasoline,Porsche,41198,911,70998,Targa 4,2012
1FTFW1E53KFC33907,Pickup Truck,White,Gasoline,Ford,50332,F-150,34944,King Ranch,2019
1FTWW3BR0AEB22545,Pickup Truck,Black Clearcoat,Diesel,Ford,146888,F-350,28990,Harley-Davidson,2010
WBA4W7C55JAB87795,Coupe,White,Gasoline,BMW,57157,440,32998,i,2018
WBSJF0C56KB447930,Sedan,Black Sapphire Metallic,Gasoline,BMW,18133,M5,94999,Competition,2019
JTEBU5JR3K5627199,SUV,Classic Silver Metallic,Gasoline,Toyota,63778,4Runner,36395,SR5 4WD,2019
WP0AB2A81JS278555,Coupe,White,Gasoline,Porsche,35025,718 Cayman,77981,S,2018
2T2BK1BAXAC049241,SUV,Dark Gray,Gasoline,Lexus,143320,RX 350,14390,Base,2010
1G6AR5SSXK0100800,Sedan,Black Raven,Gasoline,Cadillac,60641,CTS,31000,3.6L Luxury,2019
5YJYGDEE7MF199419,SUV,Black,Electric,Tesla,13212,Model Y,73998,Long Range,2021
WBA5U9C04LFH24818,Sedan,Orange,Gasoline,BMW,25860,M340,49410,i xDrive,2020
WP1AB2A54JLB31404,SUV,Palladium Metallic,Gasoline,Porsche,57752,Macan,47995,S,2018
JM3TCBEY7L0421918,SUV,Snowflake White Pearl,Gasoline,Mazda,18755,CX-9,43989,Signature,2020
JM3TCBCY9L0400796,SUV,Soul Red Crystal Metallic,Gasoline,Mazda,32678,CX-9,38411,Touring,2020
WP1AA2AY7KDA11993,SUV,White,Gasoline,Porsche,10395,Cayenne,69000,Base,2019
5UXTS3C51K0Z07096,SUV,Dark Graphite Metallic,Gasoline,BMW,17738,X3,47999,M40i,2019
5UXTR7C58KLF23577,SUV,Alpine White,Gasoline,BMW,17592,X3,39981,sDrive30i,2019
5UXKR0C53J0X96491,SUV,Dark Graphite,Gasoline,BMW,68986,X5,35995,xDrive35i,2018
WBAJE5C58KWW38388,Sedan,Black Sapphire Metallic,Gasoline,BMW,38262,540,46687,i,2019
WP1AB2A55GLB54621,SUV,Black,Gasoline,Porsche,49074,Macan,40842,S,2016
JTHBZ1BL8GA006546,Sedan,Obsidian Black,Gasoline,Lexus,79025,GS 350,27497,F Sport,2016
1C4RJFBT7LC434112,SUV,Burgundy,Gasoline,Jeep,16302,Grand Cherokee,47998,Limited,2020
5NPD74LF4HH096699,Sedan,Scarlet Red,Gasoline,Hyundai,42900,Elantra,16750,SE,2017
WDDWF8DB4LR556997,Sedan,designo Diamond White,Gasoline,Mercedes-Benz,18356,C-Class,34490,C 300,2020
5UXCR6C08M9F41219,SUV,Arctic Gray Metallic,Gasoline,BMW,17702,X5,61379,xDrive40i,2021
WBAJE5C54KWW28456,Sedan,Dark Graphite Metallic,Gasoline,BMW,32436,540,42991,i,2019
1C4RJFBG8KC689000,SUV,Diamond Black,Gasoline,Jeep,36268,Grand Cherokee,35963,Limited,2019
WBAJE7C57KWW13719,Sedan,Mediterranean Blue Metallic,Gasoline,BMW,35734,540,47495,i xDrive,2019
4JGED6EB1KA136153,SUV,Black,Gasoline,Mercedes-Benz,34717,AMG GLE 43,67538,4MATIC Coupe,2019
JH4NA1155MT001358,Coupe,Black,Gasoline,Acura,54890,NSX,86000,LX,1991
JM3KFBDM9K0546614,SUV,Jet Black Mica,Gasoline,Mazda,53420,CX-5,27537,Grand Touring,2019
JTELU5JR4N6028752,SUV,Lime,Gasoline,Toyota,5108,4Runner,67990,TRD Pro,2022
WBAJV6C56JBC99631,Hatchback,Burgundy Red Metallic,Gasoline,BMW,45771,640 Gran Turismo,40950,i xDrive,2018
JM3TCBDY6K0327450,SUV,Machine Gray Metallic,Gasoline,Mazda,30506,CX-9,38000,Grand Touring,2019
KM8R4DHE7MU273806,SUV,Blue,Gasoline Fuel,Hyundai,28885,Palisade,43000,SEL,2021
1GKS2HKJ5KR103375,SUV,Quicksilver Metallic,Gasoline,GMC,57500,Yukon XL,66986,Denali,2019
JF2SH6DC8AH747374,SUV,Spark Silver Metallic,Gasoline,Subaru,147108,Forester,7900,2.5X Limited,2010
WP1AB29PX8LA41674,SUV,GRAY,Gasoline,Porsche,123074,Cayenne,10900,S,2008
5J6RW2H53KL029652,SUV,Crystal Black Pearl,Gasoline,Honda,11053,CR-V,35000,EX,2019
WA1BNAFY4K2043500,SUV,Navarra Blue Metallic,Gasoline,Audi,17615,Q5,42300,2.0T Premium Plus,2019
1GYKNCRS5KZ141459,SUV,Harbor Blue Metallic,Gasoline,Cadillac,49620,XT5,31500,Luxury,2019
1G1ZD5ST2LF097583,Sedan,Silver Ice Metallic,Gasoline,Chevrolet,33747,Malibu,20000,LT,2020
7FARW1H8XJE000424,SUV,Black,Gasoline,Honda,50454,CR-V,28597,EX-L,2018
JHLRD1852VC800454,SUV,Black,Gasoline,Honda,152000,CR-V,9999,Base,1997
1C4RJFBG0KC628725,SUV,Bright White Clearcoat,Gasoline,Jeep,18826,Grand Cherokee,42729,Limited,2019
JTEBU5JR4A5007122,SUV,White,Gasoline,Toyota,119965,4Runner,26998,Limited,2010
7FARW1H85KE035275,SUV,White,Gasoline,Honda,19485,CR-V,32750,EX-L,2019
1C6SRFU97NN215774,Pickup Truck,Red,Gasoline,RAM,632,1500,194999,TRX,2022
2T3G1RFV2LC060690,SUV,Magnetic Gray Metallic,Gasoline,Toyota,16360,RAV4,32755,LE,2020
5FNYF8H59LB004330,SUV,Crystal Black Pearl,Gasoline,Honda,33473,Passport,35998,EX-L,2020
2HKRW1H83KH514503,SUV,Gunmetal Metallic,Gasoline,Honda,21049,CR-V,29995,EX-L,2019
WAU8DAF82KN003527,Sedan,Mythos Black Metallic,Hybrid,Audi,33358,A8,61880,L 55,2019
1FMJK1KT3KEA28601,SUV,Agate Black Metallic,Gasoline,Ford,63902,Expedition Max,47195,Limited,2019
1N6AA1ED2LN509143,Pickup Truck,Black,NULL,Nissan,43852,Titan,52877,Platinum Reserve,2020
JM3TCBDY5K0323888,SUV,Jet Black Mica,Gasoline,Mazda,37174,CX-9,35798,Grand Touring,2019
WDDWF8EB0LR551309,Sedan,Iridium Silver Metallic,Gasoline,Mercedes-Benz,15242,C-Class,44987,C 300 4MATIC,2020
5YJ3E1EB2MF015461,Sedan,Pearl White Multi,Gasoline,Tesla,12295,Model 3,58900,Long Range,2021
SLA689X53KU114232,SUV,Gray,Gasoline,Rolls-Royce,14159,Cullinan,399996,LX,2019
5XXGW4L28KG320136,Sedan,Ebony Black,Gasoline,Kia,19703,Optima,28495,SX Turbo,2019
7FARW1H86JE034568,SUV,Crystal Black Pearl,Gasoline,Honda,39371,CR-V,29991,EX-L,2018
JM3KFBDM6L0864627,SUV,Machine Gray Metallic,Gasoline,Mazda,13862,CX-5,32977,Grand Touring,2020
2MEFM74W54X697483,Sedan,Gray,Gasoline,Mercury,62507,Grand Marquis,5999,GS,2004
4S4WMAHD5L3465285,SUV,Ice Silver Metallic,Gasoline,Subaru,12597,Ascent,36366,Premium 7-Passenger,2020
3GNKBHRS5LS688037,SUV,Black,Gasoline,Chevrolet,25000,Blazer,24995,2LT,2020
1GC4YREY7NF197444,Pickup Truck,Mosaic Black Metallic,Diesel,Chevrolet,10256,Silverado 2500,82999,High Country,2022
5N1AZ2MJ4KN128204,SUV,Gray,Gasoline,Nissan,50663,Murano,32974,Platinum,2019
2T3F1RFV9KW079245,SUV,Ruby Flare Pearl,Gasoline,Toyota,14847,RAV4,32195,LE,2019
LRBFXCSA2KD125248,SUV,Satin Steel Metallic,Gasoline,Buick,27985,Envision,30314,Essence,2019
5FNYF8H54MB008366,SUV,Modern Steel Metallic,Gasoline,Honda,17033,Passport,37499,EX-L,2021
1G1ZE5ST7GF278164,Sedan,Blue Velvet Metallic,Gasoline,Chevrolet,87789,Malibu,14574,1LT,2016
1GYKNCRS8KZ178828,SUV,Red Horizon Tintcoat,Gasoline,Cadillac,26719,XT5,32998,Luxury,2019
JM1BPBJY6M1343951,Hatchback,Snowflake White Pearl,Gasoline,Mazda,11110,Mazda3,32900,2.5 Turbo AWD,2021
2GNAXNEV9K6236603,SUV,Sandy Ridge Metallic,Gasoline,Chevrolet,19606,Equinox,28987,Premier w/1LZ,2019
2HGFC3A57LH752020,Coupe,Lunar Silver Metallic,Gasoline,Honda,23119,Civic Si,31828,Base,2020
WA1AAAFYXM2048016,SUV,Brilliant Black,Gasoline,Audi,13923,Q5,47998,45 Premium,2021
JN8AT3DC5MW105965,SUV,Scarlet Ember,Gasoline,Nissan,23764,Rogue,40890,Platinum,2021
LRBFXCSA0LD032164,SUV,Ebony Twilight Metallic,Gasoline,Buick,36959,Envision,33998,Essence,2020
W1KZF6JB8LA824339,Sedan,Silver,Gasoline,Mercedes-Benz,7814,E-Class,61999,E 450 4MATIC,2020
5TFDY5F14MX990283,Pickup Truck,Cement,Gasoline,Toyota,15586,Tundra,50692,SR5,2021
1FTFW1E57MKD15973,Pickup Truck,Blue,Gasoline,Ford,5000,F-150,58099,XLT,2021
2FMHK6D83KBA02788,SUV,White,Gasoline,Ford,49027,Flex,40580,Limited,2019
5UXCR6C0XL9B95026,SUV,Jet Black,Gasoline,BMW,57357,X5,47901,xDrive40i,2020
W1N4M4HB5MW135117,SUV,Midnight Black,Gasoline,Mercedes-Benz,10613,GLB 250,42992,Base 4MATIC,2021
SALGS2SE3LA406858,SUV,Santorini Black,Gasoline,Land Rover,21295,Range Rover,101888,P525 HSE,2020
5UXCR6C59KLL25226,SUV,Alpine White,Gasoline,BMW,45018,X5,48990,xDrive40i,2019
WBA4W7C57JAB93520,Coupe,Black Sapphire Metallic,Gasoline,BMW,23941,440,38944,i,2018
WBA8D9G57JNU68174,Sedan,White,Gasoline,BMW,24880,330,23783,i xDrive,2018
W1K6G7GB9MA032022,Sedan,Black,Gasoline,Mercedes-Benz,850,S-Class,121800,S 580 4MATIC,2021
WDDUG8DB8LA502105,Sedan,Black,Gasoline,Mercedes-Benz,23954,S-Class,80998,S 560,2020
SADCJ2GX0JA238374,SUV,Fuji White,Gasoline,Jaguar,50183,F-PACE,34499,30t Premium,2018
SALYL2EX0KA202869,SUV,Santorini Black,Gasoline,Land Rover,35455,Range Rover Velar,54998,P250 SE R-Dynamic,2019
7FARW2H93KE004332,SUV,Crystal Black Pearl,Gasoline,Honda,14403,CR-V,33599,Touring,2019
3N1CP5DV8LL566221,SUV,Gun Metallic,Gasoline,Nissan,19895,Kicks,25991,SR,2020
2HKRW2H50KH627658,SUV,Molten Lava Pearl,Gasoline,Honda,16268,CR-V,30856,EX,2019
5YJ3E1EA1JF156640,Sedan,Black,Electric,Tesla,46289,Model 3,47000,Mid Range,2018
ZFBCFXAW5GP358612,SUV,White,Gasoline,FIAT,57547,500X,16590,Pop,2016
JM3KFBDM1K0540838,SUV,Jet Black Mica,Gasoline,Mazda,13571,CX-5,30000,Grand Touring,2019
3GKALXEX3LL276016,SUV,Ebony Twilight Metallic,Gasoline,GMC,20212,Terrain,38990,Denali,2020
3FA6P0K91LR175255,Sedan,Iconic Silver Metallic,Gasoline,Ford,47020,Fusion,25880,Titanium,2020
JN8AF5MVXFT563932,SUV,Brilliant Silver,Gasoline,Nissan,64550,Juke,17590,S,2015
WBAJE5C52KWW14071,Sedan,Black Sapphire Metallic,Gasoline,BMW,60500,540,39490,i,2019
1GNSKCKC3FR668298,SUV,Silver Ice Metallic,Gasoline,Chevrolet,80437,Tahoe,36492,LTZ,2015
JHLRW2H9XKX012013,SUV,Granite,Gasoline,Honda,19428,CR-V,34997,Touring,2019
1GKKNKLA7MZ121866,SUV,Summit White,Gasoline,GMC,21509,Acadia,33995,SLE,2021
1C4RJEBG1LC366807,SUV,Granite,Gasoline,Jeep,17061,Grand Cherokee,45995,Limited,2020
5UXTR9C53JLC80996,SUV,Blue Metallic,Gasoline,BMW,49535,X3,35941,xDrive30i,2018
1GNSKKE74DR105394,SUV,Black,Gasoline,Chevrolet,167754,Suburban,15295,1500 LTZ,2013
5FNYF6H53KB062159,SUV,Gray,Gasoline,Honda,24273,Pilot,36788,EX-L,2019
4S4BTANC9M3158667,SUV,Crystal Black Silica,Gasoline,Subaru,50009,Outback,33950,Limited,2021
JTJAM7BX5M5302675,SUV,Starfire Pearl,Gasoline,Lexus,11096,GX 460,60980,Base,2021
WBA4W7C09LFJ53088,Coupe,Mineral Gray Metallic,Gasoline,BMW,7658,440,51880,i,2020
JM3KFBCM7K0595196,SUV,Jet Black Mica,Gasoline,Mazda,33507,CX-5,28000,Touring,2019
WAU44AFD3HN014461,Sedan,Mythos Black Metallic,Gasoline,Audi,50470,A8,35745,L 3.0T,2017
WAU8EAF85LN002595,Sedan,Glacier White Metallic,Gasoline,Audi,13870,A8,76998,4.0T,2020
WAU8EAF81MN023896,Sedan,Terra Gray Metallic,Gasoline,Audi,7616,A8,91834,L 60,2021
WAU8DAF82KN003169,Sedan,Glacier White Metallic,Hybrid,Audi,15012,A8,68998,L 3.0T,2019
WAU43AFD4GN011621,Sedan,White,Gasoline,Audi,63103,A8,37998,L 4.0T,2016
1GYKPCRS6MZ123839,SUV,Wilder Metallic,Gasoline,Cadillac,20869,XT6,49899,Premium Luxury FWD,2021
3VWC17AU8GM518592,Wagon,Platinum Gray Metallic,Gasoline,Volkswagen,47063,Golf SportWagen,13900,TSI Limited Edition,2016
KNAE45LCXM6097267,Sedan,Gray,Gasoline Fuel,Kia,14000,Stinger,45000,GT1,2021
7JR102FK7KG012828,Sedan,Black Stone,Gasoline,Volvo,26888,S60,32000,T5 Momentum,2019
ZASFAKAN8J7B72435,SUV,Vulcano Black Metallic,Gasoline,Alfa Romeo,30753,Stelvio,31391,Base,2018
WDDKK5KFXEF275953,Convertible,Palladium Silver Metallic,Gasoline,Mercedes-Benz,48791,E-Class,31500,E 350,2014
JN8AZ2NEXK9238290,SUV,Black Obsidian,Gasoline,INFINITI,54445,QX80,46933,Luxe,2019
WDDZF4JBXJA395545,Sedan,Black,Gasoline,Mercedes-Benz,59750,E-Class,35998,E 300,2018
1C4RJFBG6KC713052,SUV,Granite Crystal Clearcoat Metallic,Gasoline,Jeep,58881,Grand Cherokee,37850,Limited,2019
1GKKNXLSXLZ181676,SUV,Gray,Gasoline,GMC,23400,Acadia,42900,Denali,2020
WA1LHAF77JD032819,SUV,Samurai Gray Metallic,Gasoline,Audi,12653,Q7,44495,2.0T Premium Plus,2018
WA1EECF3XM1152064,SUV,Glacier White Metallic,Gasoline,Audi,14655,Q3,42995,45 S line Premium,2021
KM8R7DHE8MU213704,SUV,Moonlight Cloud,Gasoline,Hyundai,25787,Palisade,51512,Calligraphy,2021
5N1AZ2BJ4LN135917,SUV,Super Black,Gasoline,Nissan,61965,Murano,23750,SV,2020
JN8AZ2NE6H9150667,SUV,Liquid Platinum,Gasoline,INFINITI,86256,QX80,34664,Base,2017
JM3KFBDY7K0601659,SUV,Sonic Silver Metallic,Gasoline,Mazda,18714,CX-5,32923,Grand Touring Reserve,2019
JM3KFBDM4J0325470,SUV,Jet Black Mica,Gasoline,Mazda,57568,CX-5,26721,Grand Touring,2018
5YJYGDEF3MF230674,SUV,Red Multi,Electric,Tesla,11397,Model Y,76989,Performance,2021
JM3KFBDM1K1544253,SUV,Soul Red Crystal Metallic,Gasoline,Mazda,30331,CX-5,31997,Grand Touring,2019
1C4RJFBG2KC729684,SUV,Diamond Black,Gasoline,Jeep,36237,Grand Cherokee,38273,Limited,2019
